epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,979.668,0.62008,0.51411,0.98334,0.91334,0.83333,0.97533,0.76289,0.83575,0.65171,1.1065,0.000375656,0.000375656,0.000375656
33,1000.78,0.64842,0.49767,0.96029,0.92875,0.80149,0.98414,0.78749,0.81971,0.59801,1.09635,0.000362968,0.000362968,0.000362968
34,1024.81,0.63311,0.5045,0.97318,0.70135,0.9325,0.985,0.82317,0.71584,0.58033,1.01948,0.00035028,0.00035028,0.00035028
35,1045.95,0.59588,0.46069,0.93565,0.6786,0.92988,0.91646,0.7595,0.73832,0.63464,1.05498,0.000337591,0.000337591,0.000337591
36,1075.3,0.62665,0.48364,0.95803,0.66359,0.95833,0.9792,0.85,0.67021,0.57871,0.99141,0.000324903,0.000324903,0.000324903
37,1100.91,0.61606,0.50168,0.97718,0.9356,0.81191,0.91981,0.77388,0.70689,0.60458,1.02496,0.000312214,0.000312214,0.000312214
38,1123.41,0.58236,0.44362,0.95598,0.91565,0.83333,0.92329,0.77511,0.72931,0.57728,1.0461,0.000299525,0.000299525,0.000299525
39,1142.83,0.59227,0.45759,0.9589,0.65474,0.97616,0.98714,0.84004,0.76221,0.51076,1.06581,0.000286837,0.000286837,0.000286837
40,1163.09,0.57043,0.41573,0.96106,0.94909,0.78856,0.98714,0.83503,0.7459,0.49805,1.05227,0.000274148,0.000274148,0.000274148
41,1182.88,0.57674,0.40928,0.93522,0.77621,0.96484,0.98714,0.84809,0.73259,0.59594,1.04745,0.00026146,0.00026146,0.00026146
42,1210.25,0.55654,0.42175,0.93238,0.84485,0.97148,0.99214,0.82873,0.756,0.52033,1.07019,0.000248772,0.000248772,0.000248772
43,1236.66,0.54657,0.42463,0.92,0.83437,0.97101,0.99214,0.84615,0.70942,0.477,1.02139,0.000236083,0.000236083,0.000236083
44,1260.95,0.55749,0.40163,0.95505,0.70372,0.96629,0.9271,0.79546,0.68268,0.49786,1.00461,0.000223395,0.000223395,0.000223395
45,1295.91,0.51988,0.38471,0.9363,0.67307,0.97111,0.9271,0.76942,0.68469,0.53188,1.01627,0.000210706,0.000210706,0.000210706
46,1321.56,0.54834,0.39722,0.92389,0.74965,0.95833,0.98929,0.83781,0.65886,0.49915,1.00118,0.000198018,0.000198018,0.000198018
47,1346.7,0.54368,0.39545,0.92761,0.75763,0.97917,0.99214,0.85453,0.65075,0.45916,0.98967,0.000185329,0.000185329,0.000185329
48,1378.6,0.50858,0.35644,0.92882,0.84519,0.98779,0.995,0.84782,0.7052,0.4271,1.02725,0.000172641,0.000172641,0.000172641
49,1407.55,0.5181,0.36133,0.9228,0.88211,0.9677,0.995,0.84709,0.71252,0.42261,1.05284,0.000159952,0.000159952,0.000159952
50,1437.48,0.53013,0.37687,0.91995,0.8982,0.95592,0.98833,0.8359,0.68911,0.44518,1.03387,0.000147264,0.000147264,0.000147264
51,1498.37,0.48002,0.34533,0.89907,0.89898,0.96591,0.98833,0.83097,0.69043,0.42257,1.0178,0.000134575,0.000134575,0.000134575
52,1517.02,0.47343,0.33937,0.87565,0.89795,0.95833,0.98305,0.83149,0.7017,0.44805,1.01183,0.000121887,0.000121887,0.000121887
53,1534.82,0.43228,0.30575,0.88639,0.87085,0.95833,0.97396,0.84756,0.67522,0.43781,1.00146,0.000109198,0.000109198,0.000109198
54,1554.29,0.43329,0.29945,0.87501,0.87024,0.95833,0.97379,0.83441,0.67788,0.43095,0.99425,9.65095e-05,9.65095e-05,9.65095e-05
55,1574.78,0.43209,0.30622,0.84863,0.84961,0.95833,0.97643,0.82903,0.68979,0.42994,0.99407,8.3821e-05,8.3821e-05,8.3821e-05
56,1599.41,0.43707,0.29661,0.87528,0.84221,0.97401,0.98357,0.83239,0.71984,0.44323,1.01354,7.11325e-05,7.11325e-05,7.11325e-05
57,1621.98,0.41764,0.29414,0.87751,0.82253,0.95833,0.98305,0.82692,0.74152,0.4447,1.02456,5.8444e-05,5.8444e-05,5.8444e-05
58,1646.29,0.39035,0.27733,0.85341,0.81328,0.95833,0.98414,0.81048,0.73368,0.43289,1.01168,4.57555e-05,4.57555e-05,4.57555e-05
59,1676.64,0.39637,0.27343,0.87158,0.81189,0.95833,0.98414,0.82481,0.72472,0.4266,1.00546,3.3067e-05,3.3067e-05,3.3067e-05
60,1700.38,0.399,0.28733,0.84719,0.81332,0.95833,0.98414,0.82401,0.71513,0.43183,1.00098,2.03785e-05,2.03785e-05,2.03785e-05
